time,q_cmd,dq_cmd,tau_cmd,q_meas,dq_meas,ddq_meas,tau_meas
1.059999999998795239e-01,4.356826211778332993e-03,4.210178523214800489e-02,0.000000000000000000e+00,2.415373921394348145e-03,2.187762409448623657e-03,0.000000000000000000e+00,2.812500000000000000e-01
1.079999999998793037e-01,4.524855214404922138e-03,4.292851573977606028e-02,0.000000000000000000e+00,2.415373921394348145e-03,2.289959928020834923e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.099999999998790834e-01,4.696128455133100413e-03,4.375607573297485980e-02,0.000000000000000000e+00,2.415373921394348145e-03,2.523180795833468437e-03,0.000000000000000000e+00,7.500000000000000000e-01
1.119999999998788631e-01,4.870648755728244732e-03,4.458444298757623797e-02,0.000000000000000000e+00,2.431347966194152832e-03,3.238029079511761665e-03,0.000000000000000000e+00,-1.031250000000000000e+00
1.139999999998786429e-01,5.048418879864287161e-03,4.541359512691903882e-02,0.000000000000000000e+00,2.431347966194152832e-03,3.314991015940904617e-03,0.000000000000000000e+00,3.750000000000000000e-01
1.159999999998784226e-01,5.229441532743440979e-03,4.624350962167467910e-02,0.000000000000000000e+00,2.431347966194152832e-03,3.314991015940904617e-03,0.000000000000000000e+00,3.750000000000000000e-01
1.179999999998782023e-01,5.413719360715499133e-03,4.707416378967709675e-02,0.000000000000000000e+00,2.431347966194152832e-03,3.695462830364704132e-03,0.000000000000000000e+00,5.625000000000000000e-01
1.199999999998779820e-01,5.601254950896713755e-03,4.790553479575722362e-02,0.000000000000000000e+00,2.463310956954956055e-03,3.795998869463801384e-03,0.000000000000000000e+00,5.625000000000000000e-01
1.219999999998777618e-01,5.792050830788269752e-03,4.873759965158183660e-02,0.000000000000000000e+00,2.463310956954956055e-03,3.853036556392908096e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.239999999998775415e-01,5.986109467894351610e-03,4.957033521549696758e-02,0.000000000000000000e+00,2.479285001754760742e-03,4.106511361896991730e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.259999999998773212e-01,6.183433269339835489e-03,5.040371819237580986e-02,0.000000000000000000e+00,2.495259046554565430e-03,4.351818002760410309e-03,0.000000000000000000e+00,2.812500000000000000e-01
1.279999999998771010e-01,6.384024581487597952e-03,5.123772513347121804e-02,0.000000000000000000e+00,2.527222037315368652e-03,4.879275336861610413e-03,0.000000000000000000e+00,5.625000000000000000e-01
1.299999999998768807e-01,6.587885689555454324e-03,5.207233243627294728e-02,0.000000000000000000e+00,2.543196082115173340e-03,5.482336971908807755e-03,0.000000000000000000e+00,1.031250000000000000e+00
1.319999999998766604e-01,6.795018817232752716e-03,5.290751634436926393e-02,0.000000000000000000e+00,2.559185028076171875e-03,5.984147544950246811e-03,0.000000000000000000e+00,8.437500000000000000e-01
1.339999999998764402e-01,7.005426126296613286e-03,5.374325294731353841e-02,0.000000000000000000e+00,2.607122063636779785e-03,7.321111857891082764e-03,0.000000000000000000e+00,2.812500000000000000e-01
1.359999999998762199e-01,7.219109716227835316e-03,5.457951818049543158e-02,0.000000000000000000e+00,2.607122063636779785e-03,7.639124058187007904e-03,0.000000000000000000e+00,1.500000000000000000e+00
1.379999999998759996e-01,7.436071623826488557e-03,5.541628782501675787e-02,0.000000000000000000e+00,2.607122063636779785e-03,7.825650274753570557e-03,0.000000000000000000e+00,5.625000000000000000e-01
1.399999999998757794e-01,7.656313822827181918e-03,5.625353750757241394e-02,0.000000000000000000e+00,2.639070153236389160e-03,8.020079694688320160e-03,0.000000000000000000e+00,3.750000000000000000e-01
1.419999999998755591e-01,7.879838223514044199e-03,5.709124270033582443e-02,0.000000000000000000e+00,2.639070153236389160e-03,8.020079694688320160e-03,0.000000000000000000e+00,3.750000000000000000e-01
1.439999999998753388e-01,8.106646672335399498e-03,5.792937872084955031e-02,0.000000000000000000e+00,2.623096108436584473e-03,7.496165111660957336e-03,0.000000000000000000e+00,1.031250000000000000e+00
1.459999999998751186e-01,8.336740951518182424e-03,5.876792073192060178e-02,0.000000000000000000e+00,2.623096108436584473e-03,7.298799697309732437e-03,0.000000000000000000e+00,8.437500000000000000e-01
1.479999999998748983e-01,8.570122778682069675e-03,5.960684374152081660e-02,0.000000000000000000e+00,2.655059099197387695e-03,7.314564194530248642e-03,0.000000000000000000e+00,9.375000000000000000e-01
1.499999999998746780e-01,8.806793806453367887e-03,6.044612260269219967e-02,0.000000000000000000e+00,2.655059099197387695e-03,6.557881366461515427e-03,0.000000000000000000e+00,5.625000000000000000e-01
1.519999999998744578e-01,9.046755622078656023e-03,6.128573201345730026e-02,0.000000000000000000e+00,2.671033143997192383e-03,5.978516768664121628e-03,0.000000000000000000e+00,8.437500000000000000e-01
1.539999999998742375e-01,9.290009747038190102e-03,6.212564651673461308e-02,0.000000000000000000e+00,2.671033143997192383e-03,5.029692314565181732e-03,0.000000000000000000e+00,4.687500000000000000e-01
1.559999999998740172e-01,9.536557636659085888e-03,6.296584050025916257e-02,0.000000000000000000e+00,2.702996134757995605e-03,5.317306611686944962e-03,0.000000000000000000e+00,1.031250000000000000e+00
1.579999999998737970e-01,9.786400679728310750e-03,6.380628819650814576e-02,0.000000000000000000e+00,2.718970179557800293e-03,5.200861487537622452e-03,0.000000000000000000e+00,4.687500000000000000e-01
1.599999999998735767e-01,1.003954019810545696e-02,6.464696368263178616e-02,0.000000000000000000e+00,2.766907215118408203e-03,6.490522995591163635e-03,0.000000000000000000e+00,1.031250000000000000e+00
1.619999999998733564e-01,1.029597744633534324e-02,6.548784088038941964e-02,0.000000000000000000e+00,2.782881259918212891e-03,6.701230071485042572e-03,0.000000000000000000e+00,4.687500000000000000e-01
1.639999999998731361e-01,1.055571361126043071e-02,6.632889355609088156e-02,0.000000000000000000e+00,2.798870205879211426e-03,7.584813516587018967e-03,0.000000000000000000e+00,5.625000000000000000e-01
1.659999999998729159e-01,1.081874981163311218e-02,6.717009532054302179e-02,0.000000000000000000e+00,2.814844250679016113e-03,8.234925568103790283e-03,0.000000000000000000e+00,8.437500000000000000e-01
1.679999999998726956e-01,1.108508709772780369e-02,6.801141962900172921e-02,0.000000000000000000e+00,2.846807241439819336e-03,9.298696182668209076e-03,0.000000000000000000e+00,8.437500000000000000e-01
1.699999999998724753e-01,1.135472645095292506e-02,6.885283978112932690e-02,0.000000000000000000e+00,2.862781286239624023e-03,9.611097164452075958e-03,0.000000000000000000e+00,9.375000000000000000e-01
1.719999999998722551e-01,1.162766878346278496e-02,6.969432892095715759e-02,0.000000000000000000e+00,2.862781286239624023e-03,9.611097164452075958e-03,0.000000000000000000e+00,9.375000000000000000e-01
1.739999999998720348e-01,1.190391493776930126e-02,7.053586003685392847e-02,0.000000000000000000e+00,2.910718321800231934e-03,1.083812955766916275e-02,0.000000000000000000e+00,5.625000000000000000e-01
1.759999999998718145e-01,1.218346568635365369e-02,7.137740596149927397e-02,0.000000000000000000e+00,2.942666411399841309e-03,1.143111847341060638e-02,0.000000000000000000e+00,4.687500000000000000e-01
1.779999999998715943e-01,1.246632173127785841e-02,7.221893937186303625e-02,0.000000000000000000e+00,2.942666411399841309e-03,1.085371430963277817e-02,0.000000000000000000e+00,9.375000000000000000e-01
1.799999999998713740e-01,1.275248370379625067e-02,7.306043278918994410e-02,0.000000000000000000e+00,2.990603446960449219e-03,1.168945431709289551e-02,0.000000000000000000e+00,1.125000000000000000e+00
1.819999999998711537e-01,1.304195216396691025e-02,7.390185857899007893e-02,0.000000000000000000e+00,3.006592392921447754e-03,1.142302062362432480e-02,0.000000000000000000e+00,8.437500000000000000e-01
1.839999999998709335e-01,1.333472760026305562e-02,7.474318895103478078e-02,0.000000000000000000e+00,3.038540482521057129e-03,1.196807343512773514e-02,0.000000000000000000e+00,5.625000000000000000e-01
1.859999999998707132e-01,1.363081042918438263e-02,7.558439595935841082e-02,0.000000000000000000e+00,3.070503473281860352e-03,1.214276999235153198e-02,0.000000000000000000e+00,1.031250000000000000e+00
1.879999999998704929e-01,1.393020099486840142e-02,7.642545150226576212e-02,0.000000000000000000e+00,3.070503473281860352e-03,1.214276999235153198e-02,0.000000000000000000e+00,1.031250000000000000e+00
1.899999999998702727e-01,1.423289956870175087e-02,7.726632732234516021e-02,0.000000000000000000e+00,3.118440508842468262e-03,1.296480465680360794e-02,0.000000000000000000e+00,4.687500000000000000e-01
1.919999999998700524e-01,1.453890634893153545e-02,7.810699500648747573e-02,0.000000000000000000e+00,3.134414553642272949e-03,1.293152105063199997e-02,0.000000000000000000e+00,5.625000000000000000e-01
1.939999999998698321e-01,1.484822146027665185e-02,7.894742598591088234e-02,0.000000000000000000e+00,3.150403499603271484e-03,1.240178383886814117e-02,0.000000000000000000e+00,8.437500000000000000e-01
1.959999999998696119e-01,1.516084495353919349e-02,7.978759153619159605e-02,0.000000000000000000e+00,3.198340535163879395e-03,1.312107872217893600e-02,0.000000000000000000e+00,1.125000000000000000e+00
1.979999999998693916e-01,1.547677680521585344e-02,8.062746277730034605e-02,0.000000000000000000e+00,3.230288624763488770e-03,1.336175855249166489e-02,0.000000000000000000e+00,1.500000000000000000e+00
1.999999999998691713e-01,1.579601691710942613e-02,8.146701067364509052e-02,0.000000000000000000e+00,3.262251615524291992e-03,1.363190263509750366e-02,0.000000000000000000e+00,1.218750000000000000e+00
2.019999999998689511e-01,1.611856511594034203e-02,8.230620603411931135e-02,0.000000000000000000e+00,3.278225660324096680e-03,1.340939849615097046e-02,0.000000000000000000e+00,1.031250000000000000e+00
2.039999999998687308e-01,1.644442115295834464e-02,8.314501951215678976e-02,0.000000000000000000e+00,3.326162695884704590e-03,1.412308774888515472e-02,0.000000000000000000e+00,1.593750000000000000e+00
2.059999999998685105e-01,1.677358470355421599e-02,8.398342160579214122e-02,0.000000000000000000e+00,3.342151641845703125e-03,1.384154800325632095e-02,0.000000000000000000e+00,1.500000000000000000e+00
2.079999999998682902e-01,1.710605536687164613e-02,8.482138265772749819e-02,0.000000000000000000e+00,3.374099731445312500e-03,1.401990558952093124e-02,0.000000000000000000e+00,1.500000000000000000e+00
2.099999999998680700e-01,1.744183266541922059e-02,8.565887285540554896e-02,0.000000000000000000e+00,3.390088677406311035e-03,1.394299883395433426e-02,0.000000000000000000e+00,1.687500000000000000e+00
2.119999999998678497e-01,1.778091604468256745e-02,8.649586223108846061e-02,0.000000000000000000e+00,3.390088677406311035e-03,1.394299883395433426e-02,0.000000000000000000e+00,1.687500000000000000e+00
2.139999999998676294e-01,1.812330487273662930e-02,8.733232066194331067e-02,0.000000000000000000e+00,3.438025712966918945e-03,1.400976348668336868e-02,0.000000000000000000e+00,1.500000000000000000e+00
2.159999999998674092e-01,1.846899843985817455e-02,8.816821787013355560e-02,0.000000000000000000e+00,3.469973802566528320e-03,1.425932440906763077e-02,0.000000000000000000e+00,1.593750000000000000e+00
2.179999999998671889e-01,1.881799595813839210e-02,8.900352342291695251e-02,0.000000000000000000e+00,3.501936793327331543e-03,1.419373136013746262e-02,0.000000000000000000e+00,1.687500000000000000e+00
2.199999999998669686e-01,1.917029656109578428e-02,8.983820673274982294e-02,0.000000000000000000e+00,3.533899784088134766e-03,1.407847274094820023e-02,0.000000000000000000e+00,1.312500000000000000e+00
2.219999999998667484e-01,1.952589930328924375e-02,9.067223705739754780e-02,0.000000000000000000e+00,3.581836819648742676e-03,1.445228513330221176e-02,0.000000000000000000e+00,2.343750000000000000e+00
2.239999999998665281e-01,1.988480315993132463e-02,9.150558350005169594e-02,0.000000000000000000e+00,3.613784909248352051e-03,1.488881651312112808e-02,0.000000000000000000e+00,1.406250000000000000e+00
2.259999999998663078e-01,2.024700702650181205e-02,9.233821500945352256e-02,0.000000000000000000e+00,3.661721944808959961e-03,1.531016826629638672e-02,0.000000000000000000e+00,1.406250000000000000e+00
2.279999999998660876e-01,2.061250971836153453e-02,9.317010038002383754e-02,0.000000000000000000e+00,3.709658980369567871e-03,1.634992100298404694e-02,0.000000000000000000e+00,1.312500000000000000e+00
2.299999999998658673e-01,2.098130997036641576e-02,9.400120825199971553e-02,0.000000000000000000e+00,3.741621971130371094e-03,1.668740063905715942e-02,0.000000000000000000e+00,1.875000000000000000e+00
2.319999999998656470e-01,2.135340643648189762e-02,9.483150711157747881e-02,0.000000000000000000e+00,3.805533051490783691e-03,1.816109567880630493e-02,0.000000000000000000e+00,1.500000000000000000e+00
2.339999999998654268e-01,2.172879768939758524e-02,9.566096529106252189e-02,0.000000000000000000e+00,3.869459033012390137e-03,1.961111463606357574e-02,0.000000000000000000e+00,1.968750000000000000e+00
2.359999999998652065e-01,2.210748222014225634e-02,9.648955096902570028e-02,0.000000000000000000e+00,3.869459033012390137e-03,1.961111463606357574e-02,0.000000000000000000e+00,1.968750000000000000e+00
2.379999999998649862e-01,2.248945843769921404e-02,9.731723217046633900e-02,0.000000000000000000e+00,3.933370113372802734e-03,2.102359384298324585e-02,0.000000000000000000e+00,1.687500000000000000e+00
2.399999999998647660e-01,2.287472466862195547e-02,9.814397676698226325e-02,0.000000000000000000e+00,3.997281193733215332e-03,2.241588570177555084e-02,0.000000000000000000e+00,1.781250000000000000e+00
2.419999999998645457e-01,2.326327915665023574e-02,9.896975247694615729e-02,0.000000000000000000e+00,4.061207175254821777e-03,2.372933737933635712e-02,0.000000000000000000e+00,1.875000000000000000e+00
2.439999999998643254e-01,2.365512006232653452e-02,9.979452686568932029e-02,0.000000000000000000e+00,4.125118255615234375e-03,2.527515217661857605e-02,0.000000000000000000e+00,2.250000000000000000e+00
2.459999999998641051e-01,2.405024546261285909e-02,1.006182673456916671e-01,0.000000000000000000e+00,4.205018281936645508e-03,2.650157921016216278e-02,0.000000000000000000e+00,1.687500000000000000e+00
2.479999999998638849e-01,2.444865335050802266e-02,1.014409411767791119e-01,0.000000000000000000e+00,4.268929362297058105e-03,2.792147547006607056e-02,0.000000000000000000e+00,1.500000000000000000e+00
2.499999999998636646e-01,2.485034163466533219e-02,1.022625154663275859e-01,0.000000000000000000e+00,4.332840442657470703e-03,2.886774577200412750e-02,0.000000000000000000e+00,1.968750000000000000e+00
2.519999999998634443e-01,2.525530813901069246e-02,1.030829571694742014e-01,0.000000000000000000e+00,4.396766424179077148e-03,2.968781441450119019e-02,0.000000000000000000e+00,2.343750000000000000e+00
2.539999999998632241e-01,2.566355060236125141e-02,1.039022330893354107e-01,0.000000000000000000e+00,4.460677504539489746e-03,3.034636378288269043e-02,0.000000000000000000e+00,2.156250000000000000e+00
2.559999999998630038e-01,2.607506667804441666e-02,1.047203098772320901e-01,0.000000000000000000e+00,4.508614540100097656e-03,3.020578809082508087e-02,0.000000000000000000e+00,2.250000000000000000e+00
2.579999999998627835e-01,2.648985393351747236e-02,1.055371540329218955e-01,0.000000000000000000e+00,4.556551575660705566e-03,2.970182523131370544e-02,0.000000000000000000e+00,2.812500000000000000e+00
2.599999999998625633e-01,2.690790984998765040e-02,1.063527319048385988e-01,0.000000000000000000e+00,4.604488611221313477e-03,2.900875732302665710e-02,0.000000000000000000e+00,1.312500000000000000e+00
2.619999999998623430e-01,2.732923182203269435e-02,1.071670096903387381e-01,0.000000000000000000e+00,4.604488611221313477e-03,2.900875732302665710e-02,0.000000000000000000e+00,1.312500000000000000e+00
2.639999999998621227e-01,2.775381715722210346e-02,1.079799534359553170e-01,0.000000000000000000e+00,4.652425646781921387e-03,2.804413996636867523e-02,0.000000000000000000e+00,3.000000000000000000e+00
2.659999999998619025e-01,2.818166307573875123e-02,1.087915290376590266e-01,0.000000000000000000e+00,4.716336727142333984e-03,2.738779783248901367e-02,0.000000000000000000e+00,2.437500000000000000e+00
2.679999999998616822e-01,2.861276671000125352e-02,1.096017022411263364e-01,0.000000000000000000e+00,4.748299717903137207e-03,2.578222379088401794e-02,0.000000000000000000e+00,1.593750000000000000e+00
2.699999999998614619e-01,2.904712510428680838e-02,1.104104386420153711e-01,0.000000000000000000e+00,4.796236753463745117e-03,2.425127476453781128e-02,0.000000000000000000e+00,2.250000000000000000e+00
2.719999999998612417e-01,2.948473521435471603e-02,1.112177036862487811e-01,0.000000000000000000e+00,4.812210798263549805e-03,2.269409224390983582e-02,0.000000000000000000e+00,2.625000000000000000e+00
2.739999999998610214e-01,2.992559390707051972e-02,1.120234626703043718e-01,0.000000000000000000e+00,4.860147833824157715e-03,2.166786603629589081e-02,0.000000000000000000e+00,2.062500000000000000e+00
2.759999999998608011e-01,3.036969796003075039e-02,1.128276807415128230e-01,0.000000000000000000e+00,4.908084869384765625e-03,2.072752453386783600e-02,0.000000000000000000e+00,2.343750000000000000e+00
2.779999999998605809e-01,3.081704406118838946e-02,1.136303228983631813e-01,0.000000000000000000e+00,4.956021904945373535e-03,2.039496228098869324e-02,0.000000000000000000e+00,2.718750000000000000e+00
2.799999999998603606e-01,3.126762880847896997e-02,1.144313539908157762e-01,0.000000000000000000e+00,5.003958940505981445e-03,2.011232823133468628e-02,0.000000000000000000e+00,1.875000000000000000e+00
2.819999999998601403e-01,3.172144870944740291e-02,1.152307387206225608e-01,0.000000000000000000e+00,5.035921931266784668e-03,1.951738260686397552e-02,0.000000000000000000e+00,2.812500000000000000e+00
2.839999999998599201e-01,3.217850018087550085e-02,1.160284416416553360e-01,0.000000000000000000e+00,5.035921931266784668e-03,1.951738260686397552e-02,0.000000000000000000e+00,2.812500000000000000e+00
2.859999999998596998e-01,3.263877954841024054e-02,1.168244271602414952e-01,0.000000000000000000e+00,5.099833011627197266e-03,1.957305520772933960e-02,0.000000000000000000e+00,2.625000000000000000e+00
2.879999999998594795e-01,3.310228304619278195e-02,1.176186595355072639e-01,0.000000000000000000e+00,5.147770047187805176e-03,2.031478844583034515e-02,0.000000000000000000e+00,2.625000000000000000e+00
