time,LeftHipRoll_q_cmd,LeftHipRoll_dq_cmd,LeftHipRoll_tau_cmd,LeftHipRoll_q_meas,LeftHipRoll_dq_meas,LeftHipRoll_ddq_meas,LeftHipRoll_tau_meas,LeftKnee_q_cmd,LeftKnee_dq_cmd,LeftKnee_tau_cmd,LeftKnee_q_meas,LeftKnee_dq_meas,LeftKnee_ddq_meas,LeftKnee_tau_meas
1.047999999999776222e+00,1.480939093420521768e+00,-2.311636112580006674e-01,0.000000000000000000e+00,1.157069087028503418e+00,-5.694524571299552917e-02,0.000000000000000000e+00,3.178125000000000000e+01,1.020939093420521804e+00,-2.311636112580006674e-01,0.000000000000000000e+00,9.812704920768737793e-01,-1.677229441702365875e-02,0.000000000000000000e+00,3.375000000000000000e+00
1.049999999999776001e+00,1.480474493552113247e+00,-2.334360855238565291e-01,0.000000000000000000e+00,1.156973242759704590e+00,-5.547111481428146362e-02,0.000000000000000000e+00,3.225000000000000000e+01,1.020474493552113282e+00,-2.334360855238565291e-01,0.000000000000000000e+00,9.812545180320739746e-01,-1.623640768229961395e-02,0.000000000000000000e+00,3.468750000000000000e+00
1.051999999999775781e+00,1.480005349800375125e+00,-2.357074768474812787e-01,0.000000000000000000e+00,1.156845450401306152e+00,-5.463287979364395142e-02,0.000000000000000000e+00,3.196875000000000000e+01,1.020005349800375161e+00,-2.357074768474812787e-01,0.000000000000000000e+00,9.812065362930297852e-01,-1.668479293584823608e-02,0.000000000000000000e+00,3.281250000000000000e+00
1.053999999999775561e+00,1.479531664437824023e+00,-2.379776785010620788e-01,0.000000000000000000e+00,1.156685590744018555e+00,-5.484670773148536682e-02,0.000000000000000000e+00,3.168750000000000000e+01,1.019531664437824059e+00,-2.379776785010620788e-01,0.000000000000000000e+00,9.811745882034301758e-01,-1.646848581731319427e-02,0.000000000000000000e+00,3.843750000000000000e+00
1.055999999999775341e+00,1.479053439951007132e+00,-2.402465831814701858e-01,0.000000000000000000e+00,1.156509876251220703e+00,-5.575577169656753540e-02,0.000000000000000000e+00,3.178125000000000000e+01,1.019053439951007167e+00,-2.402465831814701858e-01,0.000000000000000000e+00,9.811426401138305664e-01,-1.621144823729991913e-02,0.000000000000000000e+00,3.281250000000000000e+00
1.057999999999775120e+00,1.478570679041651514e+00,-2.425140830128809932e-01,0.000000000000000000e+00,1.156509876251220703e+00,-5.575577169656753540e-02,0.000000000000000000e+00,3.178125000000000000e+01,1.018570679041651550e+00,-2.425140830128809932e-01,0.000000000000000000e+00,9.811106920242309570e-01,-1.596246659755706787e-02,0.000000000000000000e+00,3.562500000000000000e+00
1.059999999999774900e+00,1.478083384627806307e+00,-2.447800695494498913e-01,0.000000000000000000e+00,1.156350016593933105e+00,-5.738912150263786316e-02,0.000000000000000000e+00,3.187500000000000000e+01,1.018083384627806343e+00,-2.447800695494498913e-01,0.000000000000000000e+00,9.810627698898315430e-01,-1.627562567591667175e-02,0.000000000000000000e+00,3.468750000000000000e+00
1.061999999999774680e+00,1.477591559844980029e+00,-2.470444337780529631e-01,0.000000000000000000e+00,1.156158328056335449e+00,-6.069184839725494385e-02,0.000000000000000000e+00,3.243750000000000000e+01,1.017591559844980065e+00,-2.470444337780529631e-01,0.000000000000000000e+00,9.810147881507873535e-01,-1.645975746214389801e-02,0.000000000000000000e+00,3.375000000000000000e+00
1.063999999999774460e+00,1.477095208047272124e+00,-2.493070661210859684e-01,0.000000000000000000e+00,1.155966520309448242e+00,-6.464935839176177979e-02,0.000000000000000000e+00,3.215625000000000000e+01,1.017095208047272159e+00,-2.493070661210859684e-01,0.000000000000000000e+00,9.809668660163879395e-01,-1.704051159322261810e-02,0.000000000000000000e+00,2.625000000000000000e+00
1.065999999999774239e+00,1.476594332808499832e+00,-2.515678564393262207e-01,0.000000000000000000e+00,1.155742883682250977e+00,-6.993571668863296509e-02,0.000000000000000000e+00,3.168750000000000000e+01,1.016594332808499868e+00,-2.515678564393262207e-01,0.000000000000000000e+00,9.809349179267883301e-01,-1.740141212940216064e-02,0.000000000000000000e+00,3.093750000000000000e+00
1.067999999999774019e+00,1.476088937923317745e+00,-2.538266940348533618e-01,0.000000000000000000e+00,1.155535101890563965e+00,-7.494984567165374756e-02,0.000000000000000000e+00,3.243750000000000000e+01,1.016088937923317781e+00,-2.538266940348533618e-01,0.000000000000000000e+00,9.808869957923889160e-01,-1.810937747359275818e-02,0.000000000000000000e+00,2.531250000000000000e+00
1.069999999999773799e+00,1.475579027408332466e+00,-2.560834676540361676e-01,0.000000000000000000e+00,1.155327439308166504e+00,-8.038454502820968628e-02,0.000000000000000000e+00,3.178125000000000000e+01,1.015579027408332502e+00,-2.560834676540361676e-01,0.000000000000000000e+00,9.808390736579895020e-01,-1.883686706423759460e-02,0.000000000000000000e+00,2.718750000000000000e+00
1.071999999999773578e+00,1.475064605503211279e+00,-2.583380654905777507e-01,0.000000000000000000e+00,1.155119657516479492e+00,-8.516974747180938721e-02,0.000000000000000000e+00,3.178125000000000000e+01,1.015064605503211315e+00,-2.583380654905777507e-01,0.000000000000000000e+00,9.807910919189453125e-01,-1.952190138399600983e-02,0.000000000000000000e+00,2.812500000000000000e+00
1.073999999999773358e+00,1.474545676671783712e+00,-2.605903751886239350e-01,0.000000000000000000e+00,1.154896020889282227e+00,-9.005034714937210083e-02,0.000000000000000000e+00,3.178125000000000000e+01,1.014545676671783747e+00,-2.605903751886239350e-01,0.000000000000000000e+00,9.807271957397460938e-01,-2.047784253954887390e-02,0.000000000000000000e+00,2.812500000000000000e+00
1.075999999999773138e+00,1.474022245603138659e+00,-2.628402838459367175e-01,0.000000000000000000e+00,1.154656291007995605e+00,-9.424460679292678833e-02,0.000000000000000000e+00,3.159375000000000000e+01,1.014022245603138694e+00,-2.628402838459367175e-01,0.000000000000000000e+00,9.806952476501464844e-01,-2.081992849707603455e-02,0.000000000000000000e+00,3.843750000000000000e+00
1.077999999999772918e+00,1.473494317212712179e+00,-2.650876780171268488e-01,0.000000000000000000e+00,1.154368638992309570e+00,-9.919416159391403198e-02,0.000000000000000000e+00,3.131250000000000000e+01,1.013494317212712215e+00,-2.650876780171268488e-01,0.000000000000000000e+00,9.806952476501464844e-01,-2.081992849707603455e-02,0.000000000000000000e+00,3.843750000000000000e+00
1.079999999999772697e+00,1.472961896643372626e+00,-2.673324437169531387e-01,0.000000000000000000e+00,1.154049038887023926e+00,-1.048988923430442810e-01,0.000000000000000000e+00,3.159375000000000000e+01,1.012961896643372661e+00,-2.673324437169531387e-01,0.000000000000000000e+00,9.806312918663024902e-01,-2.188194170594215393e-02,0.000000000000000000e+00,2.250000000000000000e+00
1.081999999999772477e+00,1.472424989266494677e+00,-2.695744664236838228e-01,0.000000000000000000e+00,1.153729438781738281e+00,-1.107691749930381775e-01,0.000000000000000000e+00,3.112500000000000000e+01,1.012424989266494713e+00,-2.695744664236838228e-01,0.000000000000000000e+00,9.805833697319030762e-01,-2.226508967578411102e-02,0.000000000000000000e+00,3.375000000000000000e+00
1.083999999999772257e+00,1.471883600683031368e+00,-2.718136310825204904e-01,0.000000000000000000e+00,1.153409957885742188e+00,-1.168804243206977844e-01,0.000000000000000000e+00,3.168750000000000000e+01,1.011883600683031403e+00,-2.718136310825204904e-01,0.000000000000000000e+00,9.805034995079040527e-01,-2.372189797461032867e-02,0.000000000000000000e+00,3.281250000000000000e+00
1.085999999999772037e+00,1.471337736724574574e+00,-2.740498221090895137e-01,0.000000000000000000e+00,1.153074383735656738e+00,-1.233406290411949158e-01,0.000000000000000000e+00,3.178125000000000000e+01,1.011337736724574610e+00,-2.740498221090895137e-01,0.000000000000000000e+00,9.804396033287048340e-01,-2.459399960935115814e-02,0.000000000000000000e+00,2.718750000000000000e+00
1.087999999999771816e+00,1.470787403454411946e+00,-2.762829233929933737e-01,0.000000000000000000e+00,1.153074383735656738e+00,-1.233406290411949158e-01,0.000000000000000000e+00,3.178125000000000000e+01,1.010787403454411981e+00,-2.762829233929933737e-01,0.000000000000000000e+00,9.803596735000610352e-01,-2.597077004611492157e-02,0.000000000000000000e+00,3.281250000000000000e+00
1.089999999999771596e+00,1.470232607168574956e+00,-2.785128183014313197e-01,0.000000000000000000e+00,1.152818679809570312e+00,-1.278147846460342407e-01,0.000000000000000000e+00,3.206250000000000000e+01,1.010232607168574992e+00,-2.785128183014313197e-01,0.000000000000000000e+00,9.802638292312622070e-01,-2.772978879511356354e-02,0.000000000000000000e+00,2.906250000000000000e+00
1.091999999999771376e+00,1.469673354396879628e+00,-2.807393896828812574e-01,0.000000000000000000e+00,1.152562975883483887e+00,-1.314375996589660645e-01,0.000000000000000000e+00,3.121875000000000000e+01,1.009673354396879663e+00,-2.807393896828812574e-01,0.000000000000000000e+00,9.801679253578186035e-01,-3.003994561731815338e-02,0.000000000000000000e+00,2.156250000000000000e+00
1.093999999999771156e+00,1.469109651903961034e+00,-2.829625198708479172e-01,0.000000000000000000e+00,1.152307391166687012e+00,-1.342723369598388672e-01,0.000000000000000000e+00,3.140625000000000000e+01,1.009109651903961069e+00,-2.829625198708479172e-01,0.000000000000000000e+00,9.800400733947753906e-01,-3.329777345061302185e-02,0.000000000000000000e+00,2.250000000000000000e+00
1.095999999999770935e+00,1.468541506690299148e+00,-2.851820906876781359e-01,0.000000000000000000e+00,1.152051687240600586e+00,-1.362659335136413574e-01,0.000000000000000000e+00,3.150000000000000000e+01,1.008541506690299183e+00,-2.851820906876781359e-01,0.000000000000000000e+00,9.798963069915771484e-01,-3.688481077551841736e-02,0.000000000000000000e+00,2.343750000000000000e+00
1.097999999999770715e+00,1.467968925993236695e+00,-2.873979834484385876e-01,0.000000000000000000e+00,1.151812076568603516e+00,-1.359852105379104614e-01,0.000000000000000000e+00,3.150000000000000000e+01,1.007968925993236731e+00,-2.873979834484385876e-01,0.000000000000000000e+00,9.797844290733337402e-01,-4.019878432154655457e-02,0.000000000000000000e+00,2.906250000000000000e+00
1.099999999999770495e+00,1.467391917287990566e+00,-2.896100789648622942e-01,0.000000000000000000e+00,1.151572346687316895e+00,-1.344752907752990723e-01,0.000000000000000000e+00,3.140625000000000000e+01,1.007391917287990601e+00,-2.896100789648622942e-01,0.000000000000000000e+00,9.796086549758911133e-01,-4.543953388929367065e-02,0.000000000000000000e+00,2.531250000000000000e+00
1.101999999999770274e+00,1.466810488288654346e+00,-2.918182575493602493e-01,0.000000000000000000e+00,1.151332616806030273e+00,-1.311046332120895386e-01,0.000000000000000000e+00,3.112500000000000000e+01,1.006810488288654382e+00,-2.918182575493602493e-01,0.000000000000000000e+00,9.794488549232482910e-01,-5.022205784916877747e-02,0.000000000000000000e+00,2.437500000000000000e+00
1.103999999999770054e+00,1.466224646949192190e+00,-2.940223990190991565e-01,0.000000000000000000e+00,1.151093006134033203e+00,-1.273758411407470703e-01,0.000000000000000000e+00,3.084375000000000000e+01,1.006224646949192225e+00,-2.940223990190991565e-01,0.000000000000000000e+00,9.792571067810058594e-01,-5.604702606797218323e-02,0.000000000000000000e+00,2.250000000000000000e+00
1.105999999999769834e+00,1.465634401464426473e+00,-2.962223827001452814e-01,0.000000000000000000e+00,1.150853276252746582e+00,-1.230301260948181152e-01,0.000000000000000000e+00,3.112500000000000000e+01,1.005634401464426508e+00,-2.962223827001452814e-01,0.000000000000000000e+00,9.790653586387634277e-01,-6.173141673207283020e-02,0.000000000000000000e+00,1.781250000000000000e+00
1.107999999999769614e+00,1.465039760271014124e+00,-2.984180874316775256e-01,0.000000000000000000e+00,1.150645613670349121e+00,-1.186257153749465942e-01,0.000000000000000000e+00,3.121875000000000000e+01,1.005039760271014160e+00,-2.984180874316775256e-01,0.000000000000000000e+00,9.788736104965209961e-01,-6.695646792650222778e-02,0.000000000000000000e+00,2.250000000000000000e+00
1.109999999999769393e+00,1.464440732048417848e+00,-3.006093915702653940e-01,0.000000000000000000e+00,1.150453805923461914e+00,-1.149626523256301880e-01,0.000000000000000000e+00,3.093750000000000000e+01,1.004440732048417884e+00,-3.006093915702653940e-01,0.000000000000000000e+00,9.788736104965209961e-01,-6.695646792650222778e-02,0.000000000000000000e+00,2.250000000000000000e+00
1.111999999999769173e+00,1.463837325719865801e+00,-3.027961729942145186e-01,0.000000000000000000e+00,1.150230050086975098e+00,-1.125336363911628723e-01,0.000000000000000000e+00,3.103125000000000000e+01,1.003837325719865836e+00,-3.027961729942145186e-01,0.000000000000000000e+00,9.786818623542785645e-01,-7.235103845596313477e-02,0.000000000000000000e+00,1.687500000000000000e+00
1.113999999999768953e+00,1.463229550453304162e+00,-3.049783091079812380e-01,0.000000000000000000e+00,1.150230050086975098e+00,-1.125336363911628723e-01,0.000000000000000000e+00,3.103125000000000000e+01,1.003229550453304197e+00,-3.049783091079812380e-01,0.000000000000000000e+00,9.785061478614807129e-01,-7.648999243974685669e-02,0.000000000000000000e+00,1.500000000000000000e+00
1.115999999999768733e+00,1.462617415662340381e+00,-3.071556768466533471e-01,0.000000000000000000e+00,1.149702787399291992e+00,-1.114093884825706482e-01,0.000000000000000000e+00,3.065625000000000000e+01,1.002617415662340417e+00,-3.071556768466533471e-01,0.000000000000000000e+00,9.783143997192382812e-01,-8.046557754278182983e-02,0.000000000000000000e+00,2.156250000000000000e+00
1.117999999999768512e+00,1.462000931007177318e+00,-3.093281526804999571e-01,0.000000000000000000e+00,1.149415135383605957e+00,-1.123869568109512329e-01,0.000000000000000000e+00,3.065625000000000000e+01,1.002000931007177353e+00,-3.093281526804999571e-01,0.000000000000000000e+00,9.781705737113952637e-01,-8.199433982372283936e-02,0.000000000000000000e+00,2.250000000000000000e+00
1.119999999999768292e+00,1.461380106395538281e+00,-3.114956126195891351e-01,0.000000000000000000e+00,1.149415135383605957e+00,-1.123869568109512329e-01,0.000000000000000000e+00,3.065625000000000000e+01,1.001380106395538316e+00,-3.114956126195891351e-01,0.000000000000000000e+00,9.780267477035522461e-01,-8.304031938314437866e-02,0.000000000000000000e+00,2.531250000000000000e+00
1.121999999999768072e+00,1.460754951983582517e+00,-3.136579322184736562e-01,0.000000000000000000e+00,1.149095654487609863e+00,-1.152827888727188110e-01,0.000000000000000000e+00,3.084375000000000000e+01,1.000754951983582552e+00,-3.136579322184736562e-01,0.000000000000000000e+00,9.778669476509094238e-01,-8.316446840763092041e-02,0.000000000000000000e+00,1.968750000000000000e+00
1.123999999999767851e+00,1.460125478176812042e+00,-3.158149865809466439e-01,0.000000000000000000e+00,1.148792028427124023e+00,-1.177300214767456055e-01,0.000000000000000000e+00,3.075000000000000000e+01,1.000125478176812077e+00,-3.158149865809466439e-01,0.000000000000000000e+00,9.777071475982666016e-01,-8.267717808485031128e-02,0.000000000000000000e+00,2.343750000000000000e+00
1.125999999999767631e+00,1.459491695630968033e+00,-3.179666503648643228e-01,0.000000000000000000e+00,1.148504376411437988e+00,-1.212250813841819763e-01,0.000000000000000000e+00,3.056250000000000000e+01,9.994916956309681799e-01,-3.179666503648643228e-01,0.000000000000000000e+00,9.775474071502685547e-01,-8.152224123477935791e-02,0.000000000000000000e+00,4.687500000000000000e-01
1.127999999999767411e+00,1.458853615252917679e+00,-3.201127977870394936e-01,0.000000000000000000e+00,1.148232698440551758e+00,-1.242561936378479004e-01,0.000000000000000000e+00,3.093750000000000000e+01,9.988536152529177148e-01,-3.201127977870394936e-01,0.000000000000000000e+00,9.773716330528259277e-01,-8.021043986082077026e-02,0.000000000000000000e+00,1.968750000000000000e+00
1.129999999999767191e+00,1.458211248201531252e+00,-3.222533026282032864e-01,0.000000000000000000e+00,1.147977113723754883e+00,-1.272006034851074219e-01,0.000000000000000000e+00,3.084375000000000000e+01,9.982112482015311761e-01,-3.222533026282032864e-01,0.000000000000000000e+00,9.771958589553833008e-01,-7.921285182237625122e-02,0.000000000000000000e+00,2.062500000000000000e+00
1.131999999999766970e+00,1.457564605888549636e+00,-3.243880382380364136e-01,0.000000000000000000e+00,1.147705435752868652e+00,-1.301059275865554810e-01,0.000000000000000000e+00,3.093750000000000000e+01,9.975646058885497824e-01,-3.243880382380364136e-01,0.000000000000000000e+00,9.770041108131408691e-01,-7.825980335474014282e-02,0.000000000000000000e+00,1.875000000000000000e+00
1.133999999999766750e+00,1.456913699979441645e+00,-3.265168775402707002e-01,0.000000000000000000e+00,1.147449731826782227e+00,-1.315754354000091553e-01,0.000000000000000000e+00,3.075000000000000000e+01,9.969136999794415699e-01,-3.265168775402707002e-01,0.000000000000000000e+00,9.768283367156982422e-01,-7.796178758144378662e-02,0.000000000000000000e+00,7.500000000000000000e-01
1.135999999999766530e+00,1.456258542394249345e+00,-3.286396930378594483e-01,0.000000000000000000e+00,1.147194147109985352e+00,-1.313004195690155029e-01,0.000000000000000000e+00,3.075000000000000000e+01,9.962585423942492691e-01,-3.286396930378594483e-01,0.000000000000000000e+00,9.768283367156982422e-01,-7.796178758144378662e-02,0.000000000000000000e+00,7.500000000000000000e-01
1.137999999999766310e+00,1.455599145308426046e+00,-3.307563568182185221e-01,0.000000000000000000e+00,1.146970391273498535e+00,-1.289733797311782837e-01,0.000000000000000000e+00,3.140625000000000000e+01,9.955991453084260812e-01,-3.307563568182185221e-01,0.000000000000000000e+00,9.766365885734558105e-01,-7.842031121253967285e-02,0.000000000000000000e+00,1.593750000000000000e+00
1.139999999999766089e+00,1.454935521153660982e+00,-3.328667405585380434e-01,0.000000000000000000e+00,1.146778702735900879e+00,-1.248012185096740723e-01,0.000000000000000000e+00,3.084375000000000000e+01,9.949355211536610177e-01,-3.328667405585380434e-01,0.000000000000000000e+00,9.764608144760131836e-01,-7.915139198303222656e-02,0.000000000000000000e+00,1.406250000000000000e+00
1.141999999999765869e+00,1.454267682618694879e+00,-3.349707155311626994e-01,0.000000000000000000e+00,1.146778702735900879e+00,-1.248012185096740723e-01,0.000000000000000000e+00,3.084375000000000000e+01,9.942676826186949146e-01,-3.349707155311626994e-01,0.000000000000000000e+00,9.762850403785705566e-01,-8.018121123313903809e-02,0.000000000000000000e+00,1.968750000000000000e+00
1.143999999999765649e+00,1.453595642650124198e+00,-3.370681526090440472e-01,0.000000000000000000e+00,1.146554946899414062e+00,-1.199071779847145081e-01,0.000000000000000000e+00,3.056250000000000000e+01,9.935956426501242333e-01,-3.370681526090440472e-01,0.000000000000000000e+00,9.760932922363281250e-01,-8.157750964164733887e-02,0.000000000000000000e+00,8.437500000000000000e-01
1.145999999999765429e+00,1.452919414453194058e+00,-3.391589222712635965e-01,0.000000000000000000e+00,1.146395206451416016e+00,-1.137345060706138611e-01,0.000000000000000000e+00,3.046875000000000000e+01,9.929194144531939825e-01,-3.391589222712635965e-01,0.000000000000000000e+00,9.759175181388854980e-01,-8.234242349863052368e-02,0.000000000000000000e+00,1.312500000000000000e+00
1.147999999999765208e+00,1.452239011492580723e+00,-3.412428946086251691e-01,0.000000000000000000e+00,1.146203398704528809e+00,-1.090937629342079163e-01,0.000000000000000000e+00,3.009375000000000000e+01,9.922390114925806470e-01,-3.412428946086251691e-01,0.000000000000000000e+00,9.757257699966430664e-01,-8.351068198680877686e-02,0.000000000000000000e+00,1.406250000000000000e+00
1.149999999999764988e+00,1.451554447493162314e+00,-3.433199393293202006e-01,0.000000000000000000e+00,1.146011710166931152e+00,-1.041243672370910645e-01,0.000000000000000000e+00,3.018750000000000000e+01,9.915544474931623498e-01,-3.433199393293202006e-01,0.000000000000000000e+00,9.755180478096008301e-01,-8.482293039560317993e-02,0.000000000000000000e+00,1.031250000000000000e+00
1.151999999999764768e+00,1.450865736440778875e+00,-3.453899257646622090e-01,0.000000000000000000e+00,1.145787954330444336e+00,-1.013325303792953491e-01,0.000000000000000000e+00,2.981250000000000000e+01,9.908657364407789103e-01,-3.453899257646622090e-01,0.000000000000000000e+00,9.753262996673583984e-01,-8.530627936124801636e-02,0.000000000000000000e+00,6.562500000000000000e-01
1.153999999999764547e+00,1.450172892582979323e+00,-3.474527228748939267e-01,0.000000000000000000e+00,1.145532250404357910e+00,-1.000933274626731873e-01,0.000000000000000000e+00,3.000000000000000000e+01,9.901728925829792471e-01,-3.474527228748939267e-01,0.000000000000000000e+00,9.750866293907165527e-01,-8.709935098886489868e-02,0.000000000000000000e+00,6.562500000000000000e-01
1.155999999999764327e+00,1.449475930429758197e+00,-3.495081992550656547e-01,0.000000000000000000e+00,1.145180702209472656e+00,-1.020571812987327576e-01,0.000000000000000000e+00,2.971875000000000000e+01,9.894759304297582325e-01,-3.495081992550656547e-01,0.000000000000000000e+00,9.748149514198303223e-01,-8.992516249418258667e-02,0.000000000000000000e+00,3.750000000000000000e-01
1.157999999999764107e+00,1.448774864754280634e+00,-3.515562231409837812e-01,0.000000000000000000e+00,1.144813179969787598e+00,-1.061321347951889038e-01,0.000000000000000000e+00,2.859375000000000000e+01,9.887748647542807801e-01,-3.515562231409837812e-01,0.000000000000000000e+00,9.745593070983886719e-01,-9.356056898832321167e-02,0.000000000000000000e+00,9.375000000000000000e-01
1.159999999999763887e+00,1.448069710593594461e+00,-3.535966624152325766e-01,0.000000000000000000e+00,1.144461750984191895e+00,-1.118256747722625732e-01,0.000000000000000000e+00,2.943750000000000000e+01,9.880697105935944968e-01,-3.535966624152325766e-01,0.000000000000000000e+00,9.742717146873474121e-01,-9.790670126676559448e-02,0.000000000000000000e+00,1.500000000000000000e+00
1.161999999999763666e+00,1.447360483249329866e+00,-3.556293846132675962e-01,0.000000000000000000e+00,1.144126176834106445e+00,-1.183682680130004883e-01,0.000000000000000000e+00,3.018750000000000000e+01,9.873604832493299011e-01,-3.556293846132675962e-01,0.000000000000000000e+00,9.742717146873474121e-01,-9.790670126676559448e-02,0.000000000000000000e+00,1.500000000000000000e+00
1.163999999999763446e+00,1.446647198288388614e+00,-3.576542569295786955e-01,0.000000000000000000e+00,1.143758654594421387e+00,-1.268232762813568115e-01,0.000000000000000000e+00,3.046875000000000000e+01,9.866471982883885383e-01,-3.576542569295786955e-01,0.000000000000000000e+00,9.740160107612609863e-01,-1.021609976887702942e-01,0.000000000000000000e+00,1.031250000000000000e+00
1.165999999999763226e+00,1.445929871543619072e+00,-3.596711462239288726e-01,0.000000000000000000e+00,1.143758654594421387e+00,-1.268232762813568115e-01,0.000000000000000000e+00,3.046875000000000000e+01,9.859298715436191074e-01,-3.596711462239288726e-01,0.000000000000000000e+00,9.736964702606201172e-01,-1.078828424215316772e-01,0.000000000000000000e+00,1.687500000000000000e+00
1.167999999999763006e+00,1.445208519114479673e+00,-3.616799190276614451e-01,0.000000000000000000e+00,1.143423080444335938e+00,-1.350895613431930542e-01,0.000000000000000000e+00,3.028125000000000000e+01,9.852085191144795973e-01,-3.616799190276614451e-01,0.000000000000000000e+00,9.734088182449340820e-01,-1.122910976409912109e-01,0.000000000000000000e+00,7.500000000000000000e-01
1.169999999999762785e+00,1.444483157367689063e+00,-3.636804415500818344e-01,0.000000000000000000e+00,1.143103480339050293e+00,-1.419463455677032471e-01,0.000000000000000000e+00,2.925000000000000000e+01,9.844831573676890990e-01,-3.636804415500818344e-01,0.000000000000000000e+00,9.731691479682922363e-01,-1.152428388595581055e-01,0.000000000000000000e+00,8.437500000000000000e-01
1.171999999999762565e+00,1.443753802937864261e+00,-3.656725796849102927e-01,0.000000000000000000e+00,1.143103480339050293e+00,-1.419463455677032471e-01,0.000000000000000000e+00,2.925000000000000000e+01,9.837538029378642968e-01,-3.656725796849102927e-01,0.000000000000000000e+00,9.731691479682922363e-01,-1.152428388595581055e-01,0.000000000000000000e+00,8.437500000000000000e-01
1.173999999999762345e+00,1.443020472728144821e+00,-3.676561990168076832e-01,0.000000000000000000e+00,1.142783880233764648e+00,-1.472876220941543579e-01,0.000000000000000000e+00,3.065625000000000000e+01,9.830204727281448562e-01,-3.676561990168076832e-01,0.000000000000000000e+00,9.726577997207641602e-01,-1.189971715211868286e-01,0.000000000000000000e+00,1.312500000000000000e+00
1.175999999999762125e+00,1.442283183910804345e+00,-3.696311648279737572e-01,0.000000000000000000e+00,1.142048835754394531e+00,-1.533396989107131958e-01,0.000000000000000000e+00,2.962500000000000000e+01,9.822831839108044916e-01,-3.696311648279737572e-01,0.000000000000000000e+00,9.726577997207641602e-01,-1.189971715211868286e-01,0.000000000000000000e+00,1.312500000000000000e+00
1.177999999999761904e+00,1.441541953927849562e+00,-3.715973421048165415e-01,0.000000000000000000e+00,1.141729235649108887e+00,-1.532692313194274902e-01,0.000000000000000000e+00,2.981250000000000000e+01,9.815419539278495975e-01,-3.715973421048165415e-01,0.000000000000000000e+00,9.723861813545227051e-01,-1.195752173662185669e-01,0.000000000000000000e+00,6.562500000000000000e-01
1.179999999999761684e+00,1.440796800491603635e+00,-3.735545955446968880e-01,0.000000000000000000e+00,1.141345739364624023e+00,-1.546327471733093262e-01,0.000000000000000000e+00,2.934375000000000000e+01,9.807968004916037819e-01,-3.735545955446968880e-01,0.000000000000000000e+00,9.721145033836364746e-01,-1.198942661285400391e-01,0.000000000000000000e+00,5.625000000000000000e-01
1.181999999999761464e+00,1.440047741585279262e+00,-3.755027895627430223e-01,0.000000000000000000e+00,1.140930294990539551e+00,-1.576057225465774536e-01,0.000000000000000000e+00,2.859375000000000000e+01,9.800477415852794083e-01,-3.755027895627430223e-01,0.000000000000000000e+00,9.718109369277954102e-01,-1.206742897629737854e-01,0.000000000000000000e+00,1.875000000000000000e-01
1.183999999999761243e+00,1.439294795463535115e+00,-3.774417882987393669e-01,0.000000000000000000e+00,1.140466928482055664e+00,-1.631087362766265869e-01,0.000000000000000000e+00,2.934375000000000000e+01,9.792947954635350394e-01,-3.774417882987393669e-01,0.000000000000000000e+00,9.714913368225097656e-01,-1.229294762015342712e-01,0.000000000000000000e+00,2.812500000000000000e-01
1.185999999999761023e+00,1.438537980653019188e+00,-3.793714556240875280e-01,0.000000000000000000e+00,1.140019536018371582e+00,-1.695637106895446777e-01,0.000000000000000000e+00,2.943750000000000000e+01,9.785379806530192237e-01,-3.793714556240875280e-01,0.000000000000000000e+00,9.710918664932250977e-01,-1.279689818620681763e-01,0.000000000000000000e+00,6.562500000000000000e-01
1.187999999999760803e+00,1.437777315952900370e+00,-3.812916551488401140e-01,0.000000000000000000e+00,1.139652013778686523e+00,-1.750745177268981934e-01,0.000000000000000000e+00,2.953125000000000000e+01,9.777773159529002944e-01,-3.812916551488401140e-01,0.000000000000000000e+00,9.705805778503417969e-01,-1.375145912170410156e-01,0.000000000000000000e+00,3.750000000000000000e-01
1.189999999999760583e+00,1.437012820435381810e+00,-3.832022502288078836e-01,0.000000000000000000e+00,1.139268517494201660e+00,-1.806257516145706177e-01,0.000000000000000000e+00,3.046875000000000000e+01,9.770128204353817347e-01,-3.832022502288078836e-01,0.000000000000000000e+00,9.699892997741699219e-01,-1.513986140489578247e-01,0.000000000000000000e+00,3.750000000000000000e-01
1.191999999999760362e+00,1.436244513446203852e+00,-3.851031039727389471e-01,0.000000000000000000e+00,1.138932943344116211e+00,-1.846276372671127319e-01,0.000000000000000000e+00,3.009375000000000000e+01,9.762445134462038876e-01,-3.851031039727389471e-01,0.000000000000000000e+00,9.694300889968872070e-01,-1.665476113557815552e-01,0.000000000000000000e+00,4.687500000000000000e-01
1.193999999999760142e+00,1.435472414605130531e+00,-3.869940792495709658e-01,0.000000000000000000e+00,1.138581395149230957e+00,-1.881265342235565186e-01,0.000000000000000000e+00,2.906250000000000000e+01,9.754724146051305667e-01,-3.869940792495709658e-01,0.000000000000000000e+00,9.689187407493591309e-01,-1.816589683294296265e-01,0.000000000000000000e+00,-3.750000000000000000e-01
