time,q_cmd,dq_cmd,tau_cmd,q_meas,dq_meas,ddq_meas,tau_meas
1.479999999998748983e-01,9.613607159812167513e-01,4.155966764347321929e-01,0.000000000000000000e+00,8.162716627120971680e-01,3.948910534381866455e-01,0.000000000000000000e+00,1.359375000000000000e+01
1.499999999998746780e-01,9.630985749608225177e-01,4.198769326033464089e-01,0.000000000000000000e+00,8.183010220527648926e-01,4.081621766090393066e-01,0.000000000000000000e+00,1.443750000000000000e+01
1.519999999998744578e-01,9.648561388143552797e-01,4.241047673323860012e-01,0.000000000000000000e+00,8.183010220527648926e-01,4.081621766090393066e-01,0.000000000000000000e+00,1.443750000000000000e+01
1.539999999998742375e-01,9.666332660238162733e-01,4.282795723988330194e-01,0.000000000000000000e+00,8.201865553855895996e-01,4.173077940940856934e-01,0.000000000000000000e+00,1.312500000000000000e+01
1.559999999998740172e-01,9.684298134176780870e-01,4.324007431057274586e-01,0.000000000000000000e+00,8.201865553855895996e-01,4.173077940940856934e-01,0.000000000000000000e+00,1.312500000000000000e+01
1.579999999998737970e-01,9.702456361794191686e-01,4.364676783234060498e-01,0.000000000000000000e+00,8.221040368080139160e-01,4.378880560398101807e-01,0.000000000000000000e+00,1.434375000000000000e+01
1.599999999998735767e-01,9.720805878561578073e-01,4.404797805305422642e-01,0.000000000000000000e+00,8.221040368080139160e-01,4.378880560398101807e-01,0.000000000000000000e+00,1.434375000000000000e+01
1.619999999998733564e-01,9.739345203673858142e-01,4.444364558549859234e-01,0.000000000000000000e+00,8.243889808654785156e-01,4.573146104812622070e-01,0.000000000000000000e+00,1.265625000000000000e+01
1.639999999998731361e-01,9.758072840138004578e-01,4.483371141144006367e-01,0.000000000000000000e+00,8.243889808654785156e-01,4.573146104812622070e-01,0.000000000000000000e+00,1.265625000000000000e+01
1.659999999998729159e-01,9.776987274862347643e-01,4.521811688566955145e-01,0.000000000000000000e+00,8.267698884010314941e-01,4.834804534912109375e-01,0.000000000000000000e+00,1.462500000000000000e+01
